"...1","id","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_group_cleansed","accommodates","bedrooms","beds","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_60","availability_365","number_of_reviews","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","calculated_host_listings_count","reviews_per_month","n_days_last_review","n_character_in_desription","n_days_host_since","n_characters_in_host_about","n_host_verifications","classes_property_type","bathrooms_type","bathroom_number","n_amenities","amenities_Wifi","amenities_Backyard","amenities_TV","amenities_Washer","amenities_Dishwasher","amenities_AC","amenities_Breakfast","price_new","price_per_accomate","lasso_rating"
11890,32038185,100,91,1,1,1,0,"Queens",2,1,2,2,1125,1,32,146,82,4.82,4.74,4.87,4.9,4.82,4.77,1,2.92,84,438,977,0,1,2,2,1,23,1,0,1,0,0,1,0,46,23,0.25120886460878
11891,32042721,90,79,0,2,1,1,"Queens",3,1,2,30,1125,1,0,0,16,4.81,4.69,4.94,5,4.63,4.75,1,0.54,780,1000,977,58,4,3,2,1,22,1,0,1,0,0,1,1,50,16.6666666666667,0.0510802517671677
11892,32045812,100,50,0,1,1,1,"Queens",4,1,3,20,1125,1,0,14,11,4.45,3.82,4.73,4.91,4.73,4.55,1,0.48,351,621,2167,18,3,3,2,1,21,1,0,0,1,0,1,0,85,21.25,-1.23903728627509
11893,32047248,100,92,0,2,1,1,"Manhattan",8,4,4,30,30,1,33,152,8,5,4.43,5,4.71,5,4.86,1,0.36,182,405,1420,482,7,3,2,2,36,1,0,1,1,1,1,0,650,81.25,0.154664897903131
11894,32049606,100,92,0,1,1,1,"Manhattan",5,3,3,2,30,1,28,58,18,4.94,5,4.94,5,4.72,4.72,1,0.79,66,1000,2063,239,6,2,2,2,25,1,0,1,0,0,1,0,250,50,0.647284324012517
11895,32050419,90,79,0,1,1,1,"Brooklyn",5,2,2,30,1125,1,0,0,12,5,4.25,5,4.88,4.88,5,1,0.44,841,699,3001,0,7,3,2,1,15,1,0,1,0,0,1,0,150,30,0.146508942625171
11896,32062843,90,79,1,1,1,1,"Queens",4,1,3,2,1125,1,0,64,33,4.85,4.7,4.88,4.88,4.67,4.7,1,1.24,625,408,1869,13,5,3,2,1,26,1,0,1,0,0,1,0,112,28,0.0864909906685126
11897,32064131,90,79,0,1,1,1,"Brooklyn",3,1,1,30,1125,1,0,0,9,4.67,4,4.11,4.78,4.33,4.67,1,0.31,567,509,2090,292,7,3,2,1,15,1,0,0,1,0,1,1,75,25,-1.17900332090617
11898,32080210,95,84,1,4,1,1,"Manhattan",6,3,4,5,365,1,37,112,14,4.79,4.93,5,4.93,4.93,4.57,3,0.64,63,999,2397,469,8,3,2,2,30,1,0,1,1,1,1,0,800,133.333333333333,0.254311186182288
11899,32081249,90,100,0,1,1,0,"Queens",6,2,3,30,1125,1,4,309,30,4.9,4.67,4.97,4.97,4.8,4.83,1,1.38,191,651,975,0,2,3,2,1,38,1,0,1,1,1,1,0,149,24.8333333333333,0.119412975109082
11900,32086758,90,79,0,2,1,1,"Manhattan",5,1,3,30,1125,1,0,0,52,4.69,4.35,4.85,4.92,4.85,4.44,1,1.72,575,1000,1378,135,7,3,2,1,38,1,0,1,1,0,1,0,250,50,-0.346743910432747
11901,32088018,67,100,0,3,1,1,"Queens",1,1,2,183,1125,1,0,133,11,4.82,4.82,5,4.82,4.55,5,3,0.57,849,1000,3348,340,6,2,1,1.5,28,1,1,0,0,0,1,1,100,100,0.130750461849291
11902,32090300,100,100,0,1,1,1,"Brooklyn",4,1,2,1,5,1,19,310,12,4.42,4.33,4.83,4.58,4.5,4.33,1,0.43,93,909,2162,0,5,2,1,1.5,24,1,0,1,1,0,1,0,125,31.25,-1.18008116950294
11903,32093515,97,97,0,4,1,1,"Queens",2,1,1,1,1125,1,24,137,71,4.63,4.46,4.82,4.76,4.59,4.58,4,2.63,93,922,1036,0,6,2,1,1,30,1,0,0,0,0,1,0,54,27,-0.522828850564922
11904,32094042,97,97,0,4,1,1,"Queens",2,1,1,1,1125,1,32,146,51,4.55,4.49,4.84,4.82,4.51,4.51,4,1.68,114,922,1036,0,6,2,1,1,28,1,0,0,0,0,1,0,54,27,-0.655694646377946
11905,32102590,94,98,0,15,1,1,"Manhattan",3,1,3,2,14,1,30,324,61,4.7,4.46,4.67,4.56,4.75,4.44,15,2.11,87,1000,1137,0,6,3,2,1,23,1,0,1,1,0,1,0,168,56,-0.774926698543921
11906,32108317,100,100,0,2,1,1,"Brooklyn",4,1,2,30,1125,1,18,47,33,4.79,4.79,4.94,4.94,4.76,4.79,1,1.25,95,907,2338,340,4,3,2,1,27,1,0,0,0,0,0,0,166,41.5,0.0422764680072396
11907,32110731,90,79,1,1,1,1,"Brooklyn",5,1,3,30,1125,1,0,0,15,4.93,4.73,5,5,5,4.87,1,0.53,875,1000,981,0,4,2,2,1,21,1,0,0,0,0,1,0,70,14,0.65124496173719
11908,32113235,90,53,0,4,1,1,"Manhattan",4,1,1,3,1125,1,0,0,53,4.81,4.53,4.87,4.94,4.96,4.68,3,1.86,568,443,1035,0,4,3,2,1,23,1,0,1,0,0,1,0,200,50,0.0489980487786157
11909,32137481,100,80,1,4,1,1,"Manhattan",15,6,9,3.1,45,1,29,217,51,4.96,4.94,4.92,5,5,4.82,1,2.09,76,1000,2859,376,10,3,2,2,69,1,1,1,1,1,1,0,1761,117.4,0.576846279510344
11910,32138645,90,79,0,1,1,1,"Brooklyn",2,1,1,30,1125,1,0,0,6,5,4.8,5,5,5,5,1,0.21,772,1000,2665,1080,6,2,1,1.5,19,1,0,1,1,0,1,0,55,27.5,0.839744553152473
11911,32161408,0,79,0,1,1,0,"Bronx",11,2,6,30,90,1,59,364,12,4.75,4.88,4.63,4.5,4.63,4.5,1,0.41,707,374,1593,39,2,3,2,1,17,1,0,1,0,0,1,0,148,13.4545454545455,-0.50038718164478
11912,32165536,90,79,0,1,1,1,"Brooklyn",2,1,1,90,1125,1,0,0,4,4.75,4.5,5,5,4.75,4.75,1,0.16,623,669,3560,68,5,3,2,1,24,1,0,1,0,1,1,0,80,40,-0.214465404995237
11913,32165550,100,90,1,1,1,1,"Queens",3,1,4,2,30,1,10,40,44,4.89,4.59,4.86,4.89,4.84,4.66,1,1.61,70,1000,1987,0,5,3,2,1,31,1,0,1,1,0,1,0,85,28.3333333333333,0.170858212650567
11914,32166672,90,79,0,1,1,0,"Manhattan",2,1,2,30,30,1,0,0,9,4.75,5,5,4.5,5,4.63,1,0.42,688,733,1249,88,2,2,1,1.5,24,1,0,1,1,1,1,0,170,85,0.242628535149317
11915,32167255,80,25,0,1,1,1,"Brooklyn",1,1,1,1,60,1,0,0,25,5,4.96,5,5,4.96,4.8,1,0.94,73,129,3036,0,4,2,1,1,16,1,0,1,0,0,1,0,98,98,0.937143453871589
11916,32168090,100,82,0,2,1,1,"Brooklyn",5,2,3,2,1125,1,27,313,72,4.8,4.82,4.94,4.97,4.55,4.65,2,2.94,64,875,1162,0,5,3,2,1,26,1,0,1,0,0,1,0,204,40.8,-0.098282563948738
11917,32171100,100,90,0,2,1,0,"Manhattan",2,1,1,8,1125,1,35,332,58,4.91,4.88,4.98,4.98,4.86,4.86,1,2.03,690,544,972,86,2,2,1,1,32,1,0,0,0,0,1,0,70,35,0.489501541218007
11918,32172621,22,0,0,5,1,1,"Manhattan",1,1,1,30,365,1,29,150,9,4.22,4.44,4.44,4.22,5,3.78,7,0.3,658,1000,991,0,6,2,1,2,31,1,0,1,1,1,1,0,89,89,-1.44161344608718
11919,32183028,100,96,1,2,1,0,"Queens",1,1,1,3,1125,1,13,132,41,4.98,4.95,4.98,4.95,4.9,4.9,2,1.78,93,252,977,47,2,2,1,1,13,1,0,1,0,0,1,0,58,58,0.849062851114641
11920,32185458,100,89,0,3,1,1,"Brooklyn",6,3,4,5,1125,1,16,277,46,4.63,4.46,4.89,4.85,4.52,4.59,1,1.57,79,1000,2000,18,9,3,2,2,27,1,0,1,0,1,1,0,180,30,-0.673312310240764
11921,32185689,90,79,0,1,1,1,"Brooklyn",2,1,1,2,1125,1,0,0,5,5,4.8,5,5,5,4.8,1,0.26,848,771,2327,48,6,2,1,1,22,1,0,0,1,1,1,0,45,22.5,0.797398936268275
11922,32190629,90,100,0,1,1,1,"Queens",2,1,1,30,1125,1,0,0,12,4.92,4.83,5,5,5,4.92,1,0.43,596,1000,1862,447,7,2,1,1,28,1,1,1,0,0,1,0,79,39.5,0.7352808879897
11923,32199950,90,79,0,0,1,1,"Manhattan",2,1,1,30,1125,1,0,0,40,4.82,4.59,4.9,4.72,4.97,4.56,1,1.73,642,1000,3289,21,6,2,1,1,25,1,0,1,0,1,1,0,60,30,0.0973590991176434
11924,32206003,94,82,1,11,1,0,"Staten Island",1,1,1,30,1125,1,0,161,4,5,4.75,5,5,4.75,5,10,0.16,177,1000,970,0,2,2,1,1,28,1,1,1,0,0,1,0,37,37,0.67096727623159
11925,32222587,100,100,0,1,1,1,"Manhattan",6,3,6,3,1125,1,1,1,27,4.81,4.85,4.7,4.52,4.81,4.74,2,0.97,115,320,970,165,6,3,2,1,26,1,0,1,0,0,1,0,199,33.1666666666667,-0.0652906797513683
11926,32222756,90,79,0,2,1,1,"Bronx",1,1,2,30,30,1,0,0,13,5,4.92,5,5,5,5,2,0.45,640,999,2345,672,9,2,1,1,25,1,0,1,0,1,0,0,35,35,0.908937781743663
11927,32223114,100,91,1,1,1,1,"Brooklyn",7,2,4,3,1125,1,10,264,64,4.88,4.7,4.98,4.92,4.8,4.81,2,2.28,82,999,1959,49,5,3,2,1,30,1,1,1,0,0,1,0,110,15.7142857142857,0.195293513323912
11928,32223787,29,70,0,0,1,1,"Queens",2,1,1,30,58,1,3,33,4,5,5,5,5,5,4.67,1,0.14,924,942,1996,0,7,3,2,1,26,0,0,1,1,1,1,0,166,83,0.675704932392564
11929,32228971,90,59,0,3,1,0,"Queens",2,1,2,3,25,1,38,254,6,4.33,3.83,4.33,4.5,5,4,3,0.22,96,1000,3585,285,5,2,1,1,25,1,0,0,1,0,1,1,55,27.5,-1.57258874757541
11930,32233982,100,75,0,180,1,1,"Queens",2,1,1,30,1125,1,33,338,6,4.5,4.17,4.83,4.67,4.5,4.33,171,0.37,112,999,1560,3776,8,2,1,1,23,1,0,1,0,0,1,0,59,29.5,-1.62576066306509
11931,32234672,100,70,0,1,1,1,"Manhattan",2,1,1,2,1125,1,0,12,10,5,5,5,5,4.78,4.78,1,0.46,98,365,2482,173,5,3,2,1,14,1,0,1,0,0,1,0,135,67.5,0.654839665096
11932,32235802,100,100,0,36,1,0,"Manhattan",2,1,1,1,1125,1,58,304,13,4.54,4.38,4.85,4.92,5,4.54,12,0.61,134,1000,969,462,3,2,2,1,26,1,1,1,0,0,1,0,228,114,-0.58738229333655
11933,32238694,98,82,0,8,1,1,"Manhattan",6,2,3,2.7,294,1,57,362,37,4.62,4.73,4.81,4.68,4.92,4.32,7,1.28,83,999,1122,0,5,3,2,1,31,1,0,1,1,0,1,1,379,63.1666666666667,-0.533591257835227
11934,32241239,86,92,0,4,1,1,"Brooklyn",6,2,2,2,1125,1,50,169,11,4.3,4.4,4.3,4.3,4.6,4.3,4,0.45,97,999,969,213,5,3,2,1,29,1,0,1,0,0,1,0,175,29.1666666666667,-1.80858104628873
11935,32242139,100,100,1,1,1,1,"Brooklyn",2,1,2,30,1125,1,3,251,59,4.92,4.93,4.68,4.9,4.98,4.81,1,2.45,99,1000,2601,0,7,3,2,1,22,1,0,1,1,0,1,0,257,128.5,0.369497700112854
11936,32242547,90,79,0,2,1,1,"Manhattan",2,1,2,30,1125,1,0,0,7,4.57,3.57,5,5,5,4.43,1,0.33,575,513,1856,0,8,2,1,1,16,1,0,1,0,0,1,0,130,65,-0.696504869622888
11937,32244865,100,100,0,1,1,1,"Brooklyn",2,1,2,30,1125,1,10,39,8,4.75,4.75,4.5,4.75,4.88,4.75,1,0.29,641,976,2095,227,8,3,2,1,31,1,0,1,1,0,0,0,100,50,-0.168394540879469
11938,32264646,90,79,0,1,1,1,"Brooklyn",2,1,1,60,1125,1,53,82,5,4.8,4.2,5,5,4.8,4.6,1,0.24,307,632,967,0,6,3,2,1,15,1,0,0,0,1,0,0,75,37.5,-0.302733002614707
11939,32272051,90,79,0,1,1,1,"Brooklyn",2,1,1,30,1125,1,0,0,54,4.91,4.85,4.8,4.85,4.94,4.85,1,2.39,618,1000,2471,0,4,2,1,1,24,1,0,1,1,0,0,0,108,54,0.553674222861437
11940,32272082,90,100,0,1,1,1,"Manhattan",2,1,1,30,1125,1,0,0,80,4.78,4.7,4.8,4.88,4.88,4.79,1,3.23,365,1000,1470,0,7,2,1,1,22,1,0,1,1,0,1,0,95,47.5,0.224263382239534
11941,32283154,100,93,0,2,1,0,"Brooklyn",2,2,5,1,1125,1,60,365,13,4.58,4.67,4.92,4.92,5,4.5,2,0.58,99,631,1379,0,2,3,2,1,36,1,1,1,1,0,1,0,398,199,-0.362202356297278
11942,32284162,100,90,1,2,1,1,"Brooklyn",4,2,2,30,1125,1,0,246,129,4.85,4.77,4.88,4.87,4.85,4.77,1,4.6,276,1000,3031,133,7,3,2,1,28,1,0,1,0,0,1,0,130,32.5,0.147710846129757
11943,32284910,98,100,1,2,1,1,"Queens",2,1,1,1,1125,1,44,74,286,4.86,4.84,4.89,4.86,4.77,4.8,2,9.74,65,563,967,0,6,2,1,1,19,1,0,1,0,0,1,0,52,26,0.461647102449323
11944,32287174,100,100,1,1,1,1,"Brooklyn",4,1,3,3,29,1,0,0,34,5,5,5,5,5,5,1,1.19,102,1000,967,286,5,3,2,1,54,1,1,1,0,1,0,0,201,50.25,0.844906265389447
11945,32291385,100,85,1,2,1,1,"Manhattan",6,3,3,31,1125,1,0,103,16,4.81,4.63,5,5,4.94,4.81,2,0.92,93,1000,2784,88,9,3,2,1,25,1,0,1,0,0,1,0,175,29.1666666666667,0.21899101342639
11946,32292954,100,78,1,7,1,1,"Queens",3,1,2,1,1125,1,42,67,36,4.75,4.78,4.92,4.92,4.72,4.83,3,19.29,66,1000,1093,128,4,2,1,1,26,1,0,1,0,0,1,0,52,17.3333333333333,0.192128632951999
11947,32293787,100,75,0,180,1,1,"Queens",1,1,1,30,1125,1,28,333,4,5,4.25,5,5,4.75,4.5,171,0.17,382,1000,1560,3776,8,2,1,1,20,1,0,0,0,0,1,0,38,38,-0.331451819080511
11948,32297005,90,83,0,1,1,0,"Manhattan",6,2,2,30,60,1,0,0,114,4.67,4.77,4.7,4.72,4.9,4.54,1,4.06,344,691,966,0,2,3,2,1,16,1,0,1,0,0,1,0,170,28.3333333333333,-0.19892727635752
11949,32302978,90,79,0,1,1,1,"Brooklyn",2,1,1,30,1125,1,0,0,7,5,5,4.57,5,5,5,1,0.23,700,725,3368,37,5,3,2,1,28,1,0,1,1,0,1,0,49,24.5,0.625382550055392
11950,32304790,100,92,0,1,1,1,"Brooklyn",2,1,1,3.9,21,1,8,75,25,4.96,4.72,4.92,5,5,4.84,1,0.87,77,999,2773,21,6,2,2,1,22,1,0,0,1,0,1,0,99,49.5,0.582902763186371
11951,32305798,90,79,0,1,1,1,"Brooklyn",4,1,1,30,1125,1,0,0,5,4.8,5,4.8,4.8,4.6,5,1,0.17,789,504,3042,32,5,3,2,1,15,1,0,1,0,0,1,0,95,23.75,0.0150972787775762
11952,32309292,100,99,0,3,1,1,"Manhattan",2,1,1,4,1125,1,10,236,43,4.47,4.07,4.93,4.88,4.88,4.56,2,1.56,120,783,3083,924,5,2,2,1,25,1,1,1,1,0,1,0,80,40,-0.853854079801734
11953,32309476,100,100,1,1,1,1,"Brooklyn",4,2,3,30,1125,1,1,1,65,4.94,4.92,4.97,4.98,4.97,4.78,1,3.39,66,1000,966,0,7,3,2,1,25,1,0,1,1,1,1,0,168,42,0.651409658259797
11954,32310285,90,79,0,2,1,1,"Manhattan",1,1,1,30,180,0,0,0,31,4.84,4.48,4.97,4.97,4.97,4.77,2,1.51,553,0,2891,159,7,2,1,1,22,1,0,1,0,0,1,0,79,79,0.367917952159082
11955,32315112,90,79,0,3,1,1,"Brooklyn",4,2,2,30,1125,1,0,0,5,5,5,5,5,5,5,2,0.17,674,1000,1963,444,6,3,2,2,24,1,1,1,0,0,1,0,110,27.5,0.852957724179366
11956,32317602,90,100,0,1,1,0,"Manhattan",4,2,2,1,1125,1,0,0,48,4.66,4.28,4.72,4.89,4.96,4.6,1,1.64,424,790,966,0,2,3,2,1,19,1,0,1,0,0,1,0,124,31,-0.41018936151466
11957,32326698,100,100,0,36,1,0,"Manhattan",3,1,2,1,1125,1,26,292,9,5,4.56,5,5,5,4.56,12,0.45,106,1000,969,462,3,2,2,1,24,1,1,1,0,0,1,0,264,88,0.441297350141336
11958,32327326,100,100,0,36,1,0,"Manhattan",2,1,2,1,1125,1,50,277,5,4.6,5,4.8,4.8,5,4.2,12,0.17,729,863,969,462,3,2,2,1,24,1,1,1,0,0,1,0,254,127,-0.133835862656415
11959,32327466,100,100,0,36,1,0,"Manhattan",2,1,1,1,1125,1,41,318,4,4.5,4,5,5,5,4.25,12,0.14,738,1000,969,462,3,2,2,1,24,1,1,1,0,0,1,0,263,131.5,-0.803664301008257
11960,32332890,100,100,1,2,1,1,"Manhattan",2,1,1,30,1125,1,14,238,9,5,4.89,5,5,5,5,1,0.44,399,780,2431,351,7,3,2,1.5,35,1,0,1,0,0,1,0,155,77.5,0.645271504608221
11961,32336400,90,100,0,1,1,1,"Manhattan",5,1,2,30,1125,1,60,365,19,4.53,4.42,4.58,4.47,4.32,4.37,1,0.69,189,1000,1923,0,3,3,2,1,29,1,0,1,1,1,1,0,136,27.2,-1.52765917657361
11962,32338134,90,75,0,1,1,1,"Brooklyn",3,1,2,7,1125,1,0,0,8,4.71,4.43,5,5,5,4.43,1,0.28,727,746,2750,108,7,3,2,1,22,1,0,0,1,0,1,0,60,20,-0.0738722717447681
11963,32339704,100,94,1,1,1,1,"Manhattan",3,1,2,5,60,1,8,22,19,4.95,4.95,5,5,5,5,1,0.81,64,1000,3174,62,10,3,2,1,34,1,0,1,1,1,1,0,319,106.333333333333,0.660703678042903
11964,32340585,90,79,0,1,1,1,"Manhattan",4,1,1,30,30,0,0,0,4,5,4.75,5,5,5,5,1,0.14,925,999,2660,0,8,3,2,1,16,1,0,0,0,0,1,1,58,14.5,0.664241793417689
11965,32341313,90,79,0,3,1,1,"Queens",2,1,1,30,1125,0,0,0,6,4.5,3.83,4.67,4.67,4.33,4.17,2,0.31,711,808,1572,0,4,2,1,1,25,1,0,1,0,0,1,0,107,53.5,-1.32130270331551
11966,32343097,90,79,0,1,1,1,"Manhattan",2,1,1,30,1125,1,0,0,5,4.8,4.8,5,5,5,5,1,0.17,904,1000,1299,217,6,3,2,1,21,1,0,1,0,0,0,0,88,44,0.335805337202787
11967,32350835,100,75,0,180,1,1,"Queens",2,1,2,30,1125,1,23,328,7,4.86,5,5,4.86,5,4.86,171,0.25,65,1000,1560,3776,8,2,2,1,22,1,0,1,0,0,1,0,61,30.5,-0.0571643033992764
11968,32354513,97,100,0,7,1,1,"Brooklyn",4,1,3,1.6,1125,1,39,39,98,4.67,4.69,4.83,4.83,4.82,4.46,7,4.27,91,1000,964,242,6,3,2,1,23,1,0,0,0,0,1,0,121,30.25,-0.294827293622736
11969,32355657,100,93,0,1,1,1,"Manhattan",4,2,2,5,1125,1,2,31,11,5,4.67,5,5,5,4.67,2,0.39,94,464,1028,0,6,3,2,2,22,1,0,1,0,1,1,0,450,112.5,0.544757258765453
11970,32356850,90,79,1,1,1,1,"Brooklyn",2,1,1,30,1125,1,0,0,9,5,5,5,5,5,5,1,0.41,674,492,1083,0,5,3,2,1,24,1,0,1,1,1,1,0,100,50,0.819370543616719
11971,32365337,100,91,1,1,1,0,"Bronx",4,2,2,2,15,1,50,163,49,4.88,4.9,4.86,4.86,4.69,4.82,1,1.73,63,820,966,0,2,3,2,1,19,1,0,1,0,0,1,0,175,43.75,0.192054438005642
11972,32381021,90,100,0,1,1,1,"Brooklyn",4,1,2,2,1125,1,0,0,5,5,4.8,4.8,5,5,5,1,0.21,358,981,2119,141,6,3,2,1,25,1,0,0,0,1,1,0,119,29.75,0.503605694870516
11973,32381165,100,94,1,2,1,1,"Staten Island",12,5,9,4,1125,1,7,225,38,4.82,4.89,4.87,4.95,4.55,4.74,2,1.36,65,999,3829,29,8,3,2,2,43,1,1,1,1,1,1,0,454,37.8333333333333,0.136900031913953
11974,32382542,90,79,0,3,1,0,"Brooklyn",2,1,2,30,1125,1,33,338,16,5,4.81,5,5,4.5,4.88,3,0.61,708,326,1055,50,2,2,1,1,18,1,0,1,0,0,1,1,48,24,0.458940494957585
11975,32383114,90,79,0,3,1,0,"Brooklyn",2,1,2,1,1125,1,33,338,14,4.86,4.64,4.93,4.93,4.43,4.71,3,0.48,746,146,1055,50,2,2,1,1,18,1,0,1,0,0,1,1,48,24,0.0228839817157858
11976,32385720,90,79,0,1,1,0,"Manhattan",2,1,1,30,1125,1,29,29,14,5,4.5,5,4.9,4.9,4.9,1,0.62,749,0,1537,0,2,2,1,1,21,1,0,1,1,0,1,0,110,55,0.533408125656109
11977,32400196,27,19,0,3,1,1,"Manhattan",4,2,2,30,90,1,1,278,22,4.73,4,4.95,4.55,4.82,4.5,4,0.79,248,147,1733,170,8,3,2,1,18,1,0,1,0,0,1,0,70,17.5,-0.765953313721385
11978,32402674,90,79,0,4,1,0,"Bronx",2,1,1,30,1125,1,58,363,8,4.75,4.63,4.75,4.75,4.88,4.75,1,0.29,876,312,1144,262,2,2,1,1,18,1,0,1,1,0,1,0,60,30,-0.172138187164732
11979,32402997,90,79,1,2,1,0,"Brooklyn",2,1,1,2,1125,1,0,0,20,4.95,4.95,5,5,4.95,4.9,1,0.92,610,592,989,44,1,2,1,1,18,1,0,1,0,0,1,0,85,42.5,0.905501145736907
11980,32403772,90,79,0,1,1,0,"Manhattan",2,1,1,30,1125,1,0,0,8,5,5,4.67,5,5,5,1,0.27,829,217,962,0,3,3,2,1,12,1,0,0,0,0,1,0,172,86,0.703709689352491
11981,32404978,90,79,0,2,1,1,"Manhattan",2,1,1,30,1125,1,60,300,5,4.6,4.8,4.6,4.8,5,4.4,2,0.18,751,1000,2632,770,5,2,1,1,33,1,0,0,1,1,1,0,79,39.5,-0.37147544579747
11982,32406729,90,20,1,2,1,1,"Bronx",1,1,1,30,1125,1,0,0,5,5,4.6,5,5,4.8,5,2,0.19,583,999,1224,315,4,2,1,1,23,1,0,0,0,0,1,0,34,34,0.632225138681947
11983,32406935,100,100,0,8,1,1,"Brooklyn",9,3,3,1,1125,1,51,171,68,4.69,4.76,4.9,4.78,4.69,4.37,8,25.5,76,1000,1596,364,5,3,2,1,35,1,0,1,0,0,0,0,171,19,-0.261438912136368
11984,32416142,100,75,1,1,1,1,"Brooklyn",4,1,2,30,1125,1,5,245,47,5,4.87,4.96,4.96,4.94,4.79,1,1.68,380,1000,3568,206,5,3,2,1,35,1,0,1,0,1,1,0,179,44.75,0.470707213543017
11985,32419542,90,79,0,1,1,1,"Queens",2,1,1,2,30,1,0,0,26,4.71,4.75,4.92,4.71,4.96,4.54,1,0.91,648,372,961,23,7,2,2,1,32,1,1,1,0,0,1,0,55,27.5,0.114064590524652
11986,32426202,100,96,0,7,1,1,"Brooklyn",4,2,3,2,15,1,24,139,131,4.82,4.82,4.86,4.87,4.68,4.78,4,5.15,64,1000,2919,0,6,3,2,1,27,1,0,1,0,0,1,0,134,33.5,-0.00648821417633032
11987,32427326,90,79,0,1,1,1,"Manhattan",2,1,1,30,1125,1,0,0,12,5,4.64,4.91,5,5,4.73,2,0.42,659,1000,2369,267,5,2,1,1,21,1,0,0,0,0,0,0,52,26,0.694457101620638
11988,32428327,90,79,1,1,1,1,"Manhattan",2,1,1,30,1125,1,0,0,5,5,5,5,5,5,5,1,0.17,828,414,1718,0,9,2,1,1,13,1,0,0,0,0,1,1,55,27.5,1.09193059391053
11989,32434711,90,79,0,1,1,0,"Manhattan",2,1,1,30,1125,1,53,83,4,5,5,4.67,5,5,5,1,0.15,703,1000,960,0,1,2,2,1,23,1,0,1,1,0,1,1,250,125,0.747913992202191
11990,32439871,100,96,0,4,1,1,"Queens",3,1,2,3,1125,1,24,53,40,4.85,4.85,4.93,4.95,4.88,4.7,4,1.41,68,1000,1929,413,6,2,1,2,23,1,0,1,0,0,1,0,85,28.3333333333333,0.474780153775118
11991,32441129,80,47,0,1,1,1,"Manhattan",2,1,1,2,1125,1,6,82,14,4.86,4.36,4.64,4.64,5,4.5,1,0.52,66,476,3613,0,4,3,2,1,30,1,0,1,1,1,1,0,265,132.5,-0.322880813893316
11992,32441769,90,79,1,1,1,1,"Brooklyn",1,1,1,30,30,1,0,0,16,5,4.8,4.93,5,5,4.87,1,0.54,588,129,2855,62,8,2,1,1,22,1,0,0,0,0,1,0,50,50,0.894068283825341
11993,32443972,100,97,1,1,1,1,"Brooklyn",2,1,1,2.9,365,1,13,206,110,4.96,4.94,4.98,4.97,4.75,4.82,1,4.27,72,1000,960,0,4,3,2,1,42,1,0,1,1,1,1,0,172,86,0.445261303741916
11994,32445673,90,79,0,1,1,1,"Manhattan",4,1,2,30,1125,1,0,0,16,4.88,4.94,4.63,4.81,4.69,4.81,1,0.57,827,999,2409,447,9,3,2,1,31,1,1,1,1,1,1,0,95,23.75,0.139541155651395
11995,32446458,100,95,1,0,1,0,"Queens",1,1,1,2,1125,1,33,62,53,4.83,4.83,4.81,4.91,4.85,4.74,1,1.9,64,728,960,0,2,2,1,1,17,1,0,0,0,0,0,0,60,60,0.437863076942322
11996,32446823,100,94,0,2,1,1,"Brooklyn",2,1,1,2,1125,1,31,241,36,4.22,4.39,4.5,4.44,4.39,4.17,2,2.19,78,841,2558,0,6,3,2,1,21,0,0,1,0,0,1,0,101,50.5,-1.98795463816428
11997,32450788,90,79,0,8,1,1,"Brooklyn",3,2,2,30,1125,1,2,122,30,5,4.8,4.93,4.97,4.8,4.83,2,1.08,143,1000,1274,0,4,3,2,1,26,1,0,0,0,0,1,0,90,30,0.428815442143418
11998,32461960,90,0,0,1,1,0,"Bronx",3,1,1,1,29,1,60,365,28,4.86,4.71,4.96,4.96,4.86,4.61,1,1.09,642,999,1382,0,3,2,1,1,33,1,0,1,1,0,1,0,119,39.6666666666667,0.254405551437814
11999,32463145,90,79,0,2,1,1,"Brooklyn",2,1,1,1,10,1,55,265,181,4.76,4.66,4.79,4.81,4.64,4.69,2,6.5,63,1000,522,296,3,2,1,1,28,1,0,0,0,0,1,0,70,35,-0.191157595484769
12000,32466614,80,80,0,17,1,1,"Queens",1,1,1,30,1125,1,0,0,6,4.67,4.17,4.67,4.67,4.5,4.33,17,0.22,323,999,983,0,6,2,1,1,6,1,0,0,0,0,0,0,32,32,-0.7260604813214
12001,32466675,90,79,0,1,1,1,"Brooklyn",6,3,5,3,1125,1,15,257,72,4.83,4.88,4.92,4.88,4.61,4.79,1,2.57,67,1000,768,633,4,3,2,1,31,1,0,1,1,0,1,0,150,25,0.0430745386982448
12002,32474951,90,67,1,1,1,1,"Manhattan",4,2,2,30,1125,1,0,0,12,5,4.92,5,5,5,4.92,1,0.64,316,999,3493,105,5,3,2,1.5,41,1,0,1,1,1,1,0,195,48.75,0.745127539519282
12003,32477130,100,50,0,1,1,1,"Brooklyn",2,1,1,84,300,1,0,246,8,4.75,4.25,5,5,4.75,4.75,1,0.29,764,1000,2271,532,7,3,2,1,26,1,0,0,1,0,1,0,129,64.5,-0.408868020800095
